bed_base,occ_col,cap_col,outcome,y_col,nobs,coef_occ,se_occ,p_occ,coef_cap_z,se_cap_z,p_cap_z,coef_occ_x_cap,se_occ_x_cap,p_occ_x_cap,threshold,coef_above_85,se_above_85,p_above_85,coef_above85_x_cap,se_above85_x_cap,p_above85_x_cap
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_type1_pct_4hr,ae_type1_pct_4hr,3551,,,,-0.5514273395639547,0.34541667032400236,0.11049027990213989,,,,0.85,0.020673782593314267,0.01660474869692539,0.21319876761746515,0.3410986220607233,0.21317650871389282,0.10967514791634292
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_waits_12hr_dta,ae_waits_12hr_decision_to_admit,4195,,,,4223.281322146052,2429.698514966933,0.08225406516330458,,,,0.85,84.92626698606853,72.7805412416346,0.24332782296073607,2209.197026019111,822.5949427386408,0.007268926933722719
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_cancelled_ops,canc_cancelled_ops,2857,,,,2521.9987249952014,689.9322162615537,0.0002616898315250804,,,,0.85,30.532221113254657,17.23060406529782,0.07651222830869298,526.2436653899227,264.29044495854635,0.04656515261846117
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_breaches_28d,canc_breaches_28d,2857,,,,462.1192352488038,167.91294479729763,0.005960702258445583,,,,0.85,-1.6311687562932973,8.317466813095042,0.8445360996457794,54.94711238070086,111.80051885391131,0.6231311231061976
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_pct_not_treated_28d,canc_pct_not_treated_28_days,2857,,,,0.547869861295795,0.44245111500700307,0.21572795889689655,,,,0.85,-0.016257272840662813,0.02358102648312066,0.49061764478829106,-0.34948194358879586,0.3355029472966189,0.2976607167240821
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,uec_nctr_mean,uec_uec_nctr_mean,1434,,,,542.5198315166333,349.91338256622896,0.12127944146891467,,,,0.85,15.150394188057376,5.660148713713083,0.007529200749032183,298.6740878187185,85.95085019140772,0.0005277945421138241
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,uec_nctr_max,uec_uec_nctr_max,1434,,,,685.6582032879661,458.3730061862797,0.1349351135457717,,,,0.85,21.83673702924909,8.822553843750473,0.013446570611553188,308.83865275489376,99.07444270557227,0.0018655987991840206
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,ae_type1_pct_4hr,ae_type1_pct_4hr,3551,-0.08602544764080743,0.09649610599975345,0.37272904664843254,-0.7785456710952284,0.6157175878178608,0.20615479953349336,0.5197851328868323,0.6797194584126189,0.4445003653544899,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,ae_waits_12hr_dta,ae_waits_12hr_decision_to_admit,3974,851.3173939325222,540.6051015782306,0.11539790195085597,-5432.894778466424,2991.376337831119,0.06942093215682399,13038.952361946775,4281.280989773626,0.002338361588744675,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_cancelled_ops,canc_cancelled_ops,2812,418.1496208664843,104.05354264828132,6.018465292467745e-05,65.9370907808314,620.8911087801183,0.91543372588527,3526.2309621348654,896.8986158638636,8.656234470905133e-05,,,,,,,
