org_code,period,org_name,financial_year,fy_quarter,kh03_avail_all_avg_beds,kh03_occ_all_avg_beds,kh03_occ_all_rate,kh03_avail_ga_avg_beds,kh03_occ_ga_avg_beds,kh03_occ_ga_rate,kh03_avail_mat_avg_beds,kh03_occ_mat_avg_beds,kh03_avail_acute_avg_beds,kh03_occ_acute_avg_beds,kh03_occ_acute_rate,kh03_occ_adult_ga_rate,ae_type1_attendances,ae_waits_12hr_decision_to_admit,ae_type1_pct_4hr,canc_cancelled_ops,canc_breaches_28d,canc_pct_not_treated_28_days,uec_financial_year,uec_fy_quarter,uec_uec_nctr_mean,uec_uec_nctr_max,uec_uec_days
RNQ,2018-19 Q1,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,7.2,6.9,0.9583333333333334,607.0,597.8901098901099,0.9849919438057824,49.0,32.582417582417584,656.0,630.4725274725275,0.9610861699276334,0.9849919438057824,22718.0,0.0,0.8440003521436746,39.0,0.0,0.0,,,,,
RNS,2018-19 Q1,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2018-19,Q1,9.1,7.7,0.8461538461538463,766.945054945055,663.054945054945,0.8645403484640073,60.0,37.7032967032967,826.945054945055,700.7582417582418,0.8474060490086642,0.8645403484640073,25518.0,0.0,0.8713457167489616,184.0,29.0,0.1576086956521739,,,,,
RP1,2018-19 Q1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,2018-19,Q1,3.4,3.3,0.9705882352941176,123.0,112.14285714285714,0.9117305458768873,0.0,0.0,123.0,112.14285714285714,0.9117305458768873,0.9117305458768873,,,,,,,,,,,
RP7,2018-19 Q1,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2018-19,Q1,2.7,2.3,0.8518518518518517,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RQ3,2018-19 Q1,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2018-19,Q1,4.4,3.5,0.7954545454545454,263.0,220.83516483516485,0.8396774328333264,108.0,73.43956043956044,371.0,294.27472527472526,0.7931933295814697,0.8396774328333264,14742.0,0.0,0.9536697870031204,83.0,2.0,0.0240963855421686,,,,,
RQ8,2018-19 Q1,MID ESSEX HOSPITAL SERVICES NHS TRUST,2018-19,Q1,6.5,6.1,0.9384615384615385,533.1758241758242,517.9560439560439,0.9714544817494176,55.0,36.64835164835165,588.1758241758242,554.6043956043956,0.9429228009864732,0.9714544817494176,25688.0,2.0,0.8607131734662099,191.0,38.0,0.1989528795811518,,,,,
RQW,2018-19 Q1,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2018-19,Q1,5.4,4.5,0.8333333333333333,431.6043956043956,382.4175824175824,0.8860372746715551,64.0,30.53846153846154,495.6043956043956,412.95604395604397,0.8332372505543237,0.8860372746715551,25904.0,101.0,0.7584928968499074,117.0,5.0,0.0427350427350427,,,,,
RRE,2018-19 Q1,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,2018-19,Q1,5.3,4.8,0.9056603773584906,155.0,146.6043956043956,0.9458348103509393,0.0,0.0,155.0,146.6043956043956,0.9458348103509393,0.9458348103509393,,,,,,,,,,,
RRJ,2018-19 Q1,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,1.4,0.8,0.5714285714285715,123.27472527472528,76.73626373626374,0.6224817257978249,0.0,0.0,123.27472527472528,76.73626373626374,0.6224817257978249,0.6224817257978249,,,,71.0,0.0,0.0,,,,,
RRK,2018-19 Q1,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2018-19,Q1,29.2,27.7,0.9486301369863014,2533.021978021978,2433.8571428571427,0.9608511745949111,125.0,84.3076923076923,2658.021978021978,2518.164835164835,0.9473829998346286,0.9608511745949111,30439.0,0.0,0.8395479483557279,743.0,35.0,0.0471063257065948,,,,,
RT1,2018-19 Q1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,2018-19,Q1,3.2,2.7,0.84375,68.0,63.61538461538461,0.9355203619909502,0.0,0.0,68.0,63.61538461538461,0.9355203619909502,0.9355203619909502,,,,,,,,,,,
RTG,2018-19 Q1,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,2018-19,Q1,12.0,10.0,0.8333333333333334,1019.978021978022,866.3736263736264,0.8494042103902261,73.0,44.03296703296704,1092.9780219780218,910.4065934065934,0.8329596525271212,0.8494042103902261,34103.0,11.0,0.83470662405067,122.0,17.0,0.1393442622950819,,,,,
RWD,2018-19 Q1,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2018-19,Q1,12.8,12.1,0.9453124999999999,1039.032967032967,975.3296703296704,0.9386898214738981,129.0,122.85714285714286,1168.032967032967,1098.1868131868132,0.9402018985614963,0.9386898214738981,37675.0,0.0,0.7077106834771068,556.0,49.0,0.0881294964028776,,,,,
RWE,2018-19 Q1,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2018-19,Q1,18.1,15.2,0.8397790055248617,1524.1978021978025,1359.5054945054944,0.8919482055053277,124.0,25.37362637362637,1648.1978021978025,1384.8791208791208,0.8402384222527434,0.8919482055053277,55181.0,0.0,0.8067450752976567,387.0,76.0,0.1963824289405684,,,,,
RWG,2018-19 Q1,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2018-19,Q1,8.2,6.9,0.8414634146341464,676.2417582417582,603.5384615384615,0.8924891936689525,71.78021978021978,26.13186813186813,748.021978021978,629.6703296703297,0.8417805200528867,0.8924891936689525,24619.0,0.0,0.8015760185222794,128.0,33.0,0.2578125,,,,,
RWH,2018-19 Q1,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2018-19,Q1,6.9,6.4,0.927536231884058,560.4945054945055,546.8571428571429,0.9756690520537203,66.0,32.417582417582416,626.4945054945055,579.2747252747253,0.924628580449387,0.9756690520537203,27616.0,0.0,0.8148899188876015,78.0,14.0,0.1794871794871795,,,,,
RWP,2018-19 Q1,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2018-19,Q1,8.8,7.9,0.8977272727272727,741.6923076923077,681.8021978021978,0.9192520816665185,62.12087912087912,38.5054945054945,803.8131868131868,720.3076923076924,0.8961133060822728,0.9192520816665185,31389.0,75.0,0.652075567874096,128.0,59.0,0.4609375,,,,,
RWR,2018-19 Q1,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2018-19,Q1,4.8,4.4,0.9166666666666667,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RX1,2018-19 Q1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2018-19,Q1,17.5,15.1,0.8628571428571429,1483.7032967032967,1297.5494505494505,0.8745343179007088,108.0,76.45054945054945,1591.7032967032967,1374.0,0.8632262073250716,0.8745343179007088,37552.0,0.0,0.744327865360034,171.0,5.0,0.0292397660818713,,,,,
RXK,2018-19 Q1,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2018-19,Q1,7.4,6.7,0.9054054054054054,610.7362637362637,565.1978021978022,0.9254367814023786,62.0,41.34065934065934,672.7362637362637,606.5384615384615,0.9015991767261798,0.9254367814023786,41195.0,0.0,0.7612088845733704,108.0,2.0,0.0185185185185185,,,,,
RXM,2018-19 Q1,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,2018-19,Q1,3.0,2.7,0.9,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXT,2018-19 Q1,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,2018-19,Q1,7.4,7.2,0.9729729729729729,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXW,2018-19 Q1,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2018-19,Q1,7.7,7.1,0.922077922077922,663.6923076923077,617.5604395604396,0.9304920855685807,37.0,28.65934065934066,700.6923076923077,646.2197802197802,0.9222589903235417,0.9304920855685807,28102.0,0.0,0.6842573482314427,124.0,0.0,0.0,,,,,
RY3,2018-19 Q1,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,2018-19,Q1,0.9,0.8,0.888888888888889,74.36263736263736,67.14285714285714,0.9029111866410522,0.0,0.0,74.36263736263736,67.14285714285714,0.9029111866410522,0.9029111866410522,,,,,,,,,,,
RY5,2018-19 Q1,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,2018-19,Q1,0.2,0.2,1.0,16.0,13.967032967032967,0.8729395604395604,0.0,0.0,16.0,13.967032967032967,0.8729395604395604,0.8729395604395604,0.0,0.0,,,,,,,,,
RY8,2018-19 Q1,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,2018-19,Q1,0.7,0.4,0.5714285714285715,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,,
RYG,2018-19 Q1,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,2018-19,Q1,3.6,3.1,0.8611111111111112,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RYK,2018-19 Q1,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,2018-19,Q1,1.8,1.7,0.9444444444444444,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYV,2018-19 Q1,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,2018-19,Q1,0.4,0.1,0.25,35.13186813186813,11.065934065934066,0.3149827963715984,0.0,0.0,35.13186813186813,11.065934065934066,0.3149827963715984,0.3149827963715984,,,,,,,,,,,
RYW,2018-19 Q1,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2018-19,Q1,2.4,2.0,0.8333333333333334,221.16483516483515,183.0439560439561,0.8276358938686279,0.0,0.0,221.16483516483515,183.0439560439561,0.8276358938686279,0.8276358938686279,,,,0.0,0.0,0.0,,,,,
TAJ,2018-19 Q1,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,2018-19,Q1,2.2,1.8,0.8181818181818181,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R1H,2018-19 Q1,BARTS HEALTH NHS TRUST,2018-19,Q1,19.7,17.4,0.883248730964467,1574.0,1468.043956043956,0.9326835807140763,216.0,114.94505494505496,1790.0,1582.9890109890111,0.8843514027871571,0.9326835807140763,81768.0,1.0,0.8078465903531944,424.0,35.0,0.0825471698113207,,,,,
R1K,2018-19 Q1,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2018-19,Q1,13.5,12.7,0.9407407407407407,1160.6923076923076,1110.989010989011,0.9571778873919506,68.0,43.27472527472528,1228.6923076923076,1154.2637362637363,0.9394245646671616,0.9571778873919506,35174.0,1.0,0.7361403309262523,231.0,0.0,0.0,,,,,
RAL,2018-19 Q1,ROYAL FREE LONDON NHS FOUNDATION TRUST,2018-19,Q1,11.9,9.8,0.823529411764706,991.3626373626372,835.2747252747253,0.842552153767708,88.10989010989012,56.527472527472526,1079.4725274725274,891.8021978021977,0.8261462659825718,0.842552153767708,59038.0,0.0,0.881516989057895,78.0,11.0,0.141025641025641,,,,,
RAN,2018-19 Q1,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2018-19,Q1,1.8,1.1,0.6111111111111112,162.74725274725276,103.68131868131869,0.637069547602971,0.0,0.0,162.74725274725276,103.68131868131869,0.637069547602971,0.637069547602971,0.0,0.0,,31.0,2.0,0.064516129032258,,,,,
RAP,2018-19 Q1,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2018-19,Q1,5.6,5.1,0.9107142857142857,458.68131868131866,424.5054945054945,0.9254911356013417,49.0,41.0,507.68131868131866,465.5054945054945,0.9169246087577653,0.9254911356013417,24838.0,0.0,0.7692648361381754,36.0,3.0,0.0833333333333333,,,,,
RAS,2018-19 Q1,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2018-19,Q1,5.4,4.5,0.8333333333333333,420.0,393.1428571428572,0.9360544217687077,70.0,18.83516483516484,490.0,411.97802197802207,0.8407714734245348,0.9360544217687077,16072.0,5.0,0.5455450472872077,55.0,1.0,0.0181818181818181,,,,,
RAT,2018-19 Q1,NORTH EAST LONDON NHS FOUNDATION TRUST,2018-19,Q1,4.0,3.4,0.85,152.75824175824175,132.04395604395606,0.864398244730595,0.0,0.0,152.75824175824175,132.04395604395606,0.864398244730595,0.864398244730595,0.0,0.0,,,,,,,,,
RAX,2018-19 Q1,KINGSTON HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,4.8,4.2,0.8750000000000001,379.6593406593407,339.72527472527474,0.8948160583519059,55.0,43.31868131868132,434.6593406593407,383.0439560439561,0.8812509480709915,0.8948160583519059,27589.0,0.0,0.8987640001449854,19.0,3.0,0.1578947368421052,,,,,
RF4,2018-19 Q1,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2018-19,Q1,10.7,9.4,0.8785046728971964,911.0,795.7362637362637,0.8734755913680172,61.31868131868132,57.59340659340659,972.3186813186813,853.3296703296703,0.8776234445813225,0.8734755913680172,63138.0,10.0,0.7948303715670436,297.0,72.0,0.2424242424242424,,,,,
RJ1,2018-19 Q1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2018-19,Q1,12.1,10.2,0.8429752066115702,1005.4395604395604,879.8021978021978,0.8750423520410952,98.0,48.92307692307692,1103.4395604395604,928.7252747252747,0.8416639279774532,0.8750423520410952,40260.0,0.0,0.820019870839543,240.0,45.0,0.1875,,,,,
RJ2,2018-19 Q1,LEWISHAM AND GREENWICH NHS TRUST,2018-19,Q1,10.3,9.7,0.9417475728155339,839.5604395604396,801.5934065934066,0.9547774869109947,94.0,81.48351648351648,933.5604395604396,883.0769230769231,0.9459236763424912,0.9547774869109947,38661.0,0.0,0.8178526163317039,50.0,0.0,0.0,,,,,
RJ6,2018-19 Q1,CROYDON HEALTH SERVICES NHS TRUST,2018-19,Q1,5.9,5.4,0.9152542372881356,477.7362637362637,456.74725274725273,0.956065694438055,61.0,38.57142857142857,538.7362637362637,495.3186813186813,0.9194084650688424,0.956065694438055,19583.0,1.0,0.6967778174947657,27.0,5.0,0.1851851851851851,,,,,
RJ7,2018-19 Q1,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2018-19,Q1,9.6,8.8,0.9166666666666667,805.3846153846154,760.1318681318681,0.9438122526947742,67.0,38.934065934065934,872.3846153846154,799.0659340659341,0.9159560129492236,0.9438122526947742,39476.0,2.0,0.909210659641301,195.0,20.0,0.1025641025641025,,,,,
RJZ,2018-19 Q1,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,15.0,14.2,0.9466666666666667,1242.89010989011,1214.032967032967,0.9767822250515017,118.21978021978022,80.86813186813187,1361.10989010989,1294.901098901099,0.9513567628228418,0.9767822250515017,48220.0,61.0,0.7350891746163417,228.0,38.0,0.1666666666666666,,,,,
RKE,2018-19 Q1,WHITTINGTON HEALTH NHS TRUST,2018-19,Q1,4.0,3.1,0.775,295.9010989010989,241.17582417582415,0.8150555204813011,53.0,28.48351648351648,348.9010989010989,269.6593406593406,0.7728818897637794,0.8150555204813011,26574.0,0.0,0.8844359148039438,8.0,0.0,0.0,,,,,
RKL,2018-19 Q1,WEST LONDON MENTAL HEALTH NHS TRUST,2018-19,Q1,8.4,7.3,0.869047619047619,20.0,12.923076923076923,0.6461538461538462,0.0,0.0,20.0,12.923076923076923,0.6461538461538462,0.6461538461538462,,,,,,,,,,,
RP4,2018-19 Q1,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,2018-19,Q1,3.2,2.5,0.78125,283.0659340659341,224.0989010989011,0.7916844598004581,0.0,0.0,283.0659340659341,224.0989010989011,0.7916844598004581,0.7916844598004581,,,,107.0,13.0,0.1214953271028037,,,,,
RP6,2018-19 Q1,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,0.1,0.0,0.0,4.813186813186813,4.395604395604396,0.9132420091324203,0.0,0.0,4.813186813186813,4.395604395604396,0.9132420091324203,0.9132420091324203,0.0,0.0,,85.0,8.0,0.0941176470588235,,,,,
RPG,2018-19 Q1,OXLEAS NHS FOUNDATION TRUST,2018-19,Q1,4.4,4.1,0.9318181818181817,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RPY,2018-19 Q1,THE ROYAL MARSDEN NHS FOUNDATION TRUST,2018-19,Q1,2.1,1.7,0.8095238095238094,188.0,157.12087912087912,0.8357493570259528,0.0,0.0,188.0,157.12087912087912,0.8357493570259528,0.8357493570259528,,,,9.0,0.0,0.0,,,,,
RQM,2018-19 Q1,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,9.3,8.4,0.9032258064516129,715.3406593406594,652.2527472527472,0.9118071770922943,133.0,113.25274725274726,848.3406593406594,765.5054945054944,0.9023562481379291,0.9118071770922943,54053.0,0.0,0.9348047286922092,65.0,2.0,0.0307692307692307,,,,,
RQX,2018-19 Q1,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,3.6,2.8,0.7777777777777777,290.7692307692308,227.4945054945055,0.7823885109599396,41.0,28.736263736263737,331.7692307692308,256.2307692307692,0.7723162531880361,0.7823885109599396,32055.0,0.0,0.9478396506005304,19.0,0.0,0.0,,,,,
RQY,2018-19 Q1,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,2018-19,Q1,4.4,3.9,0.8863636363636362,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RRP,2018-19 Q1,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",2018-19,Q1,5.1,5.1,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RRV,2018-19 Q1,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2018-19,Q1,10.1,7.5,0.7425742574257426,836.2967032967033,625.6263736263736,0.748091402441428,72.0,50.68131868131868,908.2967032967033,676.3076923076923,0.7445889540862621,0.748091402441428,34917.0,0.0,0.8432568662828994,186.0,25.0,0.1344086021505376,,,,,
RT3,2018-19 Q1,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,2018-19,Q1,4.4,3.5,0.7954545454545454,401.967032967033,321.85714285714283,0.8007053227261542,0.0,0.0,401.967032967033,321.85714285714283,0.8007053227261542,0.8007053227261542,0.0,0.0,,153.0,1.0,0.0065359477124183,,,,,
RV3,2018-19 Q1,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,2018-19,Q1,9.2,8.6,0.9347826086956522,73.0,71.87912087912088,0.9846454914948065,0.0,0.0,73.0,71.87912087912088,0.9846454914948065,0.9846454914948065,,,,,,,,,,,
RVR,2018-19 Q1,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2018-19,Q1,9.8,7.8,0.7959183673469387,794.2857142857143,668.9010989010989,0.8421416712783618,97.0,38.02197802197802,891.2857142857143,706.9230769230769,0.7931497897838657,0.8421416712783618,37569.0,1.0,0.9320184194415608,165.0,4.0,0.0242424242424242,,,,,
RWK,2018-19 Q1,EAST LONDON NHS FOUNDATION TRUST,2018-19,Q1,10.4,8.9,0.8557692307692307,56.0,42.96703296703296,0.7672684458398742,0.0,0.0,56.0,42.96703296703296,0.7672684458398742,0.7672684458398742,,,,,,,,,,,
RYJ,2018-19 Q1,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2018-19,Q1,12.8,10.4,0.8125,1019.4395604395604,870.1208791208791,0.8535286572022982,142.36263736263737,77.0,1161.8021978021977,947.1208791208791,0.8152169800612916,0.8535286572022982,29567.0,17.0,0.6799810599655021,410.0,85.0,0.2073170731707317,,,,,
RYX,2018-19 Q1,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,2018-19,Q1,0.2,0.1,0.5,15.076923076923077,10.615384615384617,0.7040816326530613,0.0,0.0,15.076923076923077,10.615384615384617,0.7040816326530613,0.7040816326530613,0.0,0.0,,,,,,,,,
TAF,2018-19 Q1,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,2018-19,Q1,2.1,2.0,0.9523809523809523,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R1J,2018-19 Q1,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,2018-19,Q1,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RA3,2018-19 Q1,WESTON AREA HEALTH NHS TRUST,2018-19,Q1,2.8,2.7,0.9642857142857144,252.5054945054945,241.36263736263737,0.9558708329706677,0.0,0.0,252.5054945054945,241.36263736263737,0.9558708329706677,0.9558708329706677,12512.0,0.0,0.9154411764705884,15.0,2.0,0.1333333333333333,,,,,
RA4,2018-19 Q1,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,2018-19,Q1,3.8,3.1,0.8157894736842106,325.9230769230769,272.2967032967033,0.8354630972048958,23.0,10.54945054945055,348.9230769230769,282.84615384615387,0.8106261022927691,0.8354630972048958,13852.0,0.0,0.984911926075657,70.0,1.0,0.0142857142857142,,,,,
RA7,2018-19 Q1,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,2018-19,Q1,8.9,7.8,0.8764044943820224,739.7802197802198,664.6483516483516,0.8984402852049911,72.0,44.989010989010985,811.7802197802198,709.6373626373627,0.874174247346762,0.8984402852049911,28887.0,0.0,0.8777304669920725,249.0,27.0,0.108433734939759,,,,,
RA9,2018-19 Q1,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,2018-19,Q1,4.2,3.6,0.8571428571428571,365.9010989010989,319.1978021978022,0.8723608733519537,20.0,9.9010989010989,385.9010989010989,329.09890109890114,0.8528063331150155,0.8723608733519537,19157.0,1.0,0.8255467975152687,99.0,30.0,0.303030303030303,,,,,
RBA,2018-19 Q1,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,2018-19,Q1,6.5,4.5,0.6923076923076923,551.4615384615385,390.7802197802198,0.7086264272761693,38.0,19.692307692307693,589.4615384615385,410.4725274725275,0.69635167129621,0.7086264272761693,19171.0,0.0,0.9061081842366072,124.0,12.0,0.0967741935483871,,,,,
